Date,Scrip,Open,High,Low,Close,Volume
20230118,00DS30,2215.25463,2221.13999,2206.64315,2210.42134,9342925000
20230118,00DSES,1371.5372,1376.16971,1364.84126,1367.38031,9342925000
20230118,00DSEX,6281.74365,6302.27466,6249.07654,6258.17368,9342925000
20230118,1JANATAMF,6.1,6.1,6.1,6.1,4731
20230118,1STPRIMFMF,15.6,15.7,15.3,15.4,228411
20230118,AAMRANET,57.3,63,57.3,60.8,5298751
20230118,AAMRATECH,42.2,43.6,41.8,42.3,2233287
20230118,ABB1STMF,5.2,5.2,5.2,5.2,24034
20230118,ABBANK,9.9,9.9,9.9,9.9,25658
20230118,ACFL,26.5,26.5,26.5,26.5,2001
20230118,ACI,260.2,260.2,260.2,260.2,609
20230118,ACIFORMULA,156.1,158,155,155,58370
20230118,ACMELAB,88.4,88.4,85,85,386260
20230118,ACMEPL,35.4,35.4,35.4,35.4,14803
20230118,ACTIVEFINE,19.3,19.3,19.3,19.3,6133
20230118,ADNTEL,122.9,129.9,122,123.1,1008064
20230118,ADVENT,26.5,26.5,25.2,25.4,2140430
20230118,AFCAGRO,23.5,23.5,23.5,23.5,90963
20230118,AFTABAUTO,25.2,25.2,24.5,24.6,60850
20230118,AGNISYSL,24,24.4,23.6,23.8,2621163
20230118,AGRANINS,38.2,39.4,37.7,37.8,160144
20230118,AIBL1STIMF,7.6,7.6,7.6,7.6,64379
20230118,AL-HAJTEX,138,138,132.1,132.6,193155
20230118,ALARABANK,23.6,23.6,23.6,23.6,2702
20230118,ALIF,13.3,13.3,13.3,13.3,40725
20230118,ALLTEX,20.8,20.8,20.8,20.8,14459
20230118,AMANFEED,33.5,33.5,33.5,33.5,30058
20230118,AMBEEPHA,482,485,476.7,476.8,4826
20230118,AMCL(PRAN),254,254,248.3,248.3,14042
20230118,ANLIMAYARN,32.6,32.6,31.5,31.6,85741
20230118,ANWARGALV,215.9,215.9,213.3,213.3,130924
20230118,AOL,36.5,36.5,36.5,36.5,2559
20230118,APEXFOODS,282,285.4,281.1,281.1,30652
20230118,APEXFOOT,258.8,260,257.5,257.5,97115
20230118,APEXSPINN,118.5,118.5,115,115,18007
20230118,APEXTANRY,118.4,118.5,111.6,112.1,21238
20230118,APOLOISPAT,8.2,8.2,8.2,8.2,6184
20230118,ARAMIT,285,286.7,281.3,281.8,6016
20230118,ARAMITCEM,27.3,27.3,27.3,27.3,1862
20230118,ARGONDENIM,18.2,18.2,18.2,18.2,9475
20230118,ASIAINS,51.3,53.5,50.5,51.1,508071
20230118,ASIAPACINS,44.5,45,43.8,44.1,96908
20230118,ATCSLGF,9.7,9.7,9.7,9.7,70
20230118,ATLASBANG,104.2,104.2,104.2,104.2,10
20230118,AZIZPIPES,93.6,93.8,92.7,92.7,63772
20230118,BANGAS,114.2,115.3,113.6,113.6,18974
20230118,BANKASIA,20.2,20.2,20.2,20.2,294048
20230118,BARKAPOWER,21.3,21.3,21.3,21.3,3794
20230118,BATASHOE,955,966,953,961.4,683
20230118,BATBC,518.7,518.7,518.7,518.7,2012
20230118,BAYLEASING,23.9,23.9,23.9,23.9,460
20230118,BBS,23.9,24.1,21.7,22,2904169
20230118,BBSCABLES,49.9,49.9,49.9,49.9,31346
20230118,BDAUTOCA,135,135,128.5,128.5,76471
20230118,BDCOM,46.2,47.5,46.2,46.2,2600467
20230118,BDFINANCE,44.1,44.1,44.1,44.1,260
20230118,BDLAMPS,252.2,252.2,252.2,252.2,11371
20230118,BDTHAI,15.7,16.2,15.6,15.6,431415
20230118,BDTHAIFOOD,43.9,44,41.1,41.5,727379
20230118,BDWELDING,25.9,25.9,25.5,25.5,405238
20230118,BEACHHATCH,35.8,35.8,35.8,35.8,67507
20230118,BEACONPHAR,292,292,283,287.8,194774
20230118,BENGALWTL,33.9,33.9,32.2,32.5,1422910
20230118,BERGERPBL,1736,1738,1725.5,1728.2,409
20230118,BEXGSUKUK,85,85.5,85,85,29711
20230118,BEXIMCO,115.6,115.6,115.6,115.6,71440
20230118,BGIC,69.4,70.5,68.2,69.9,193355
20230118,BNICL,63.5,64.9,61,61.9,602732
20230118,BPML,96.7,97.9,87.5,89.8,4305300
20230118,BPPL,29.3,29.3,29.3,29.3,4226
20230118,BRACBANK,38.5,38.5,38.5,38.5,4334
20230118,BSC,138.4,141.6,132.5,136.5,3321464
20230118,BSCCL,218.9,218.9,218.9,218.9,663
20230118,BSRMLTD,90,90,90,90,735
20230118,BSRMSTEEL,63.9,63.9,63.9,63.9,6530
20230118,BXPHARMA,154.2,155,149.9,150.8,481103
20230118,CAPMBDBLMF,9.9,9.9,9.9,9.9,1000
20230118,CAPMIBBLMF,12.4,12.4,12.4,12.4,54725
20230118,CENTRALINS,39.8,39.9,38.9,39,98400
20230118,CENTRALPHL,12.4,12.5,12.1,12.1,520130
20230118,CITYBANK,21.8,22,21.8,21.8,1278393
20230118,CITYGENINS,31.8,31.8,29.7,29.8,1026571
20230118,CLICL,67.6,73.3,67.6,69.6,1933769
20230118,CONFIDCEM,89,89,89,89,1018
20230118,CONTININS,32,32.9,31.5,31.9,193620
20230118,COPPERTECH,37,37.6,36.9,36.9,629147
