Scrip,Open,High,Low,Close,Volume,Date,Price_Change,MA_7,Pct_Change
ISLAMIBANK,33.0,33.3,33.0,33.0,25366,2023-01-31,-24.6,39.6857142857143,-42.708333333333336
ISLAMIBANK,33.0,33.4,33.0,33.3,147315,2023-01-01,0.29999999999999716,41.085714285714296,0.9090909090909038
ISLAMIINS,42.5,42.8,42.5,42.5,58423,2023-01-31,9.200000000000003,43.01428571428573,27.62762762762765
ISLAMIINS,39.0,39.7,38.9,39.0,7553,2023-01-01,-3.5,43.27142857142859,-8.235294117647063
ISNLTD,48.0,48.5,48.0,48.0,42772,2023-01-31,9.0,44.42857142857144,23.076923076923084
ISNLTD,51.2,51.2,51.2,51.2,1741,2023-01-01,3.200000000000003,43.51428571428573,6.666666666666665
ITC,34.0,34.0,33.3,33.4,240108,2023-01-01,-4.899999999999999,40.814285714285724,-12.793733681462138
JAMUNABANK,21.3,21.6,21.3,21.4,175752,2023-01-31,-12.0,39.11428571428572,-35.92814371257486
JAMUNABANK,21.3,21.3,21.3,21.3,2000,2023-01-01,-0.09999999999999787,36.085714285714296,-0.4672897196261627
JAMUNAOIL,167.3,174.0,167.3,170.0,130518,2023-01-31,148.7,54.800000000000004,698.1220657276995
JAMUNAOIL,167.3,167.3,167.3,167.3,2102,2023-01-01,-2.6999999999999886,71.84285714285716,-1.5882352941176459
JANATAINS,30.0,30.2,30.0,30.0,65242,2023-01-31,-137.3,68.81428571428572,-82.06814106395697
JANATAINS,28.4,28.4,28.4,28.4,6179,2023-01-01,-1.6000000000000014,67.4,-5.333333333333334
JHRML,82.0,82.0,74.8,79.1,972522,2023-01-31,50.699999999999996,73.92857142857144,178.52112676056336
JHRML,73.7,73.7,71.6,72.0,336604,2023-01-01,-7.099999999999994,81.15714285714286,-8.975979772439945
JMISMDL,255.5,255.5,255.5,255.5,5,2023-01-31,183.5,114.61428571428573,254.86111111111111
JMISMDL,255.5,255.5,255.5,255.5,1761,2023-01-01,0.0,126.82857142857144,0.0
JUTESPINN,265.4,265.4,265.4,265.4,10,2023-01-31,9.899999999999977,140.84285714285713,3.8747553816046887
JUTESPINN,329.9,329.9,329.9,329.9,803,2023-01-01,64.5,183.68571428571428,24.30293896006028
KARNAPHULI,31.3,31.8,31.3,31.3,17360,2023-01-31,-298.59999999999997,184.1,-90.5122764474083
KARNAPHULI,27.4,28.1,27.4,27.4,74514,2023-01-01,-3.900000000000002,176.71428571428572,-12.460063897763584
KAY&QUE,241.7,241.7,235.3,235.3,3446,2023-01-31,207.9,200.04285714285714,758.7591240875913
KAY&QUE,284.9,284.9,263.7,264.5,21562,2023-01-01,29.19999999999999,201.32857142857142,12.409689757756048
KBPPWBIL,11.0,11.0,11.0,11.0,620,2023-01-31,-253.5,166.4,-95.84120982986768
KBPPWBIL,13.2,13.2,13.2,13.2,1251,2023-01-01,2.1999999999999993,130.37142857142857,19.999999999999996
KDSALTD,77.0,77.0,77.0,77.0,4000,2023-01-31,63.8,94.24285714285715,483.33333333333337
KDSALTD,77.0,77.0,77.0,77.0,1,2023-01-01,0.0,100.77142857142859,0.0
KEYACOSMET,6.4,6.4,6.4,6.4,47987,2023-01-31,-70.6,97.77142857142857,-91.68831168831169
KEYACOSMET,6.4,6.4,6.4,6.4,51198,2023-01-01,0.0,65.07142857142857,0.0
KOHINOOR,424.1,434.8,424.0,425.1,30881,2023-01-31,418.70000000000005,88.01428571428572,6542.1875
KOHINOOR,481.6,485.0,451.1,457.1,24909,2023-01-01,32.0,151.74285714285716,7.527640555163484
KPCL,26.6,26.6,26.6,26.6,2,2023-01-31,-430.5,153.65714285714284,-94.18070444104136
KPCL,26.6,26.6,26.6,26.6,501,2023-01-01,0.0,146.45714285714286,0.0
LANKABAFIN,26.0,26.0,26.0,26.0,10445,2023-01-31,-0.6000000000000014,139.17142857142858,-2.2556390977443663
LANKABAFIN,26.0,26.0,26.0,26.0,572,2023-01-01,0.0,141.9714285714286,0.0
LEGACYFOOT,46.7,46.7,46.7,46.7,2230,2023-01-31,20.700000000000003,147.72857142857146,79.61538461538463
LEGACYFOOT,55.7,55.7,55.7,55.7,75,2023-01-01,9.0,94.95714285714287,19.271948608137034
LHBL,64.8,64.8,64.8,64.8,33292,2023-01-31,9.099999999999994,38.91428571428571,16.337522441651696
LHBL,64.8,64.8,64.8,64.8,32836,2023-01-01,0.0,44.371428571428574,0.0
LIBRAINFU,688.7,688.7,688.7,688.7,543,2023-01-31,623.9000000000001,138.95714285714286,962.8086419753087
LIBRAINFU,849.0,849.0,849.0,849.0,16,2023-01-01,160.29999999999995,256.5285714285714,23.275736895600406
LINDEBD,1397.7,1397.7,1397.7,1397.7,47,2023-01-31,548.7,452.4857142857143,64.62897526501767
LINDEBD,1397.7,1397.7,1397.7,1397.7,34,2023-01-01,0.0,645.4857142857144,0.0
LOVELLO,37.9,37.9,37.9,37.9,7665,2023-01-31,-1359.8,642.9428571428572,-97.28840237533089
LOVELLO,37.9,37.9,37.9,37.9,13260,2023-01-01,0.0,639.1000000000001,0.0
LRBDL,35.4,36.7,35.4,36.3,935975,2023-01-31,-1.6000000000000014,635.0285714285714,-4.221635883905018
LRBDL,36.1,36.5,35.5,35.6,402763,2023-01-01,-0.6999999999999957,541.7285714285715,-1.928374655647369
LRGLOBMF1,6.4,6.4,6.4,6.4,13,2023-01-31,-29.200000000000003,421.35714285714295,-82.02247191011236
LRGLOBMF1,6.4,6.4,6.4,6.4,10,2023-01-01,0.0,222.6,0.0
MAKSONSPIN,22.3,22.3,22.3,22.3,21026,2023-01-31,15.9,26.114285714285717,248.4375
MAKSONSPIN,22.3,22.3,22.3,22.3,125,2023-01-01,0.0,23.885714285714283,0.0
MARICO,2421.5,2421.5,2421.5,2421.5,239,2023-01-31,2399.2,364.40000000000003,10758.744394618834
MARICO,2421.5,2421.5,2421.5,2421.5,632,2023-01-01,0.0,705.1428571428571,0.0
MATINSPINN,77.6,77.6,77.6,77.6,200,2023-01-31,-2343.9,711.1428571428572,-96.79537476770597
MATINSPINN,77.6,77.6,77.6,77.6,9,2023-01-01,0.0,721.3142857142857,0.0
MBL1STMF,6.6,6.6,6.6,6.6,25815,2023-01-31,-71.0,721.3428571428573,-91.49484536082474
MBL1STMF,6.6,6.6,6.6,6.6,18506,2023-01-01,0.0,719.1,0.0
MEGCONMILK,33.6,33.6,33.6,33.6,501,2023-01-31,27.0,720.7142857142857,409.0909090909092
MEGCONMILK,40.4,40.4,40.4,40.4,5,2023-01-01,6.799999999999997,380.5571428571429,20.238095238095234
MEGHNACEM,63.0,63.0,63.0,63.0,1159,2023-01-31,22.6,43.628571428571426,55.940594059405946
MEGHNACEM,68.5,68.5,65.0,65.7,29,2023-01-01,2.700000000000003,41.92857142857143,4.285714285714293
MEGHNAINS,35.5,35.5,35.5,35.5,4285,2023-01-31,-30.200000000000003,35.91428571428572,-45.96651445966514
MEGHNAINS,42.4,42.4,42.4,42.4,81,2023-01-01,6.899999999999999,41.028571428571425,19.436619718309856
MEGHNALIFE,92.0,94.7,91.1,91.8,1400599,2023-01-31,49.4,53.199999999999996,116.50943396226414
MEGHNALIFE,64.4,66.0,64.4,65.2,152803,2023-01-01,-26.599999999999994,57.714285714285715,-28.976034858387788
MEGHNAPET,32.4,32.4,32.4,32.4,2,2023-01-31,-32.800000000000004,56.57142857142857,-50.306748466257666
MEGHNAPET,39.0,39.0,39.0,39.0,1,2023-01-01,6.600000000000001,53.142857142857146,20.370370370370374
MERCANBANK,13.6,13.7,13.6,13.7,940037,2023-01-31,-25.3,45.714285714285715,-64.87179487179488
MERCANBANK,13.6,13.6,13.6,13.6,82518,2023-01-01,-0.09999999999999964,42.58571428571428,-0.7299270072992692
MERCINS,33.2,33.2,33.0,33.1,850,2023-01-31,19.5,41.25714285714285,143.3823529411765
MERCINS,31.9,31.9,31.0,31.8,2513,2023-01-01,-1.3000000000000007,32.68571428571429,-3.92749244712991
METROSPIN,46.9,46.9,42.1,42.6,1070082,2023-01-31,10.8,29.45714285714286,33.96226415094339
METROSPIN,42.5,44.1,42.5,43.3,11148,2023-01-01,0.6999999999999957,31.014285714285716,1.6431924882629012
MIDASFIN,11.1,11.1,11.1,11.1,23952,2023-01-31,-32.199999999999996,27.028571428571432,-74.364896073903
MIDASFIN,12.8,12.8,12.8,12.8,1,2023-01-01,1.700000000000001,26.9,15.315315315315313
MIRACLEIND,28.1,28.1,28.1,28.1,7952,2023-01-31,15.3,28.97142857142857,119.53125
MIRACLEIND,32.5,32.5,32.5,32.5,40,2023-01-01,4.399999999999999,28.885714285714283,15.658362989323837
MIRAKHTER,50.8,50.8,50.8,50.8,15520,2023-01-31,18.299999999999997,31.599999999999998,56.30769230769231
MIRAKHTER,50.8,50.8,50.8,50.8,494,2023-01-01,0.0,32.771428571428565,0.0
MITHUNKNIT,16.5,16.5,16.5,16.5,1,2023-01-31,-34.3,28.94285714285714,-67.51968503937007
MITHUNKNIT,18.3,18.3,18.3,18.3,1,2023-01-01,1.8000000000000007,29.971428571428568,10.909090909090914
MJLBD,86.7,86.7,86.7,86.7,6414,2023-01-31,68.4,40.528571428571425,373.7704918032787
MJLBD,86.7,86.7,86.7,86.7,483,2023-01-01,0.0,48.89999999999999,0.0
MONNOAGML,815.0,815.0,794.7,794.8,14798,2023-01-31,708.0999999999999,157.79999999999998,816.7243367935409
MONNOAGML,820.5,828.7,812.3,812.3,35107,2023-01-01,17.5,266.5857142857143,2.2018117765475687
MONNOCERA,100.8,104.1,99.2,103.7,288163,2023-01-31,-708.5999999999999,274.14285714285717,-87.23378062292257
MONNOCERA,122.7,126.8,122.7,124.2,702056,2023-01-01,20.5,289.5285714285714,19.76856316297011
MONOSPOOL,262.0,264.5,255.1,259.4,76309,2023-01-31,135.2,323.97142857142853,108.85668276972625
MONOSPOOL,295.0,295.0,276.4,277.6,64423,2023-01-01,18.200000000000045,351.24285714285713,7.016191210485756
MPETROLEUM,198.6,198.6,198.6,198.6,16185,2023-01-31,-79.00000000000003,367.22857142857134,-28.458213256484154
MPETROLEUM,198.6,198.6,198.6,198.6,191,2023-01-01,0.0,282.0571428571428,0.0
MTB,16.7,16.7,16.6,16.6,2426,2023-01-31,-182.0,168.3857142857143,-91.64149043303121
MTB,16.7,16.9,16.7,16.8,2749,2023-01-01,0.1999999999999993,155.97142857142856,1.2048192771084265
NAVANACNG,22.4,23.0,22.4,22.4,261246,2023-01-31,5.599999999999998,141.42857142857142,33.33333333333333
NAVANACNG,24.0,24.0,24.0,24.0,12833,2023-01-01,1.6000000000000014,107.8,7.14285714285714
NAVANAPHAR,77.6,79.3,77.1,77.6,413415,2023-01-31,53.599999999999994,79.22857142857143,223.3333333333333
NAVANAPHAR,78.5,79.6,75.0,75.6,395022,2023-01-01,-2.0,61.65714285714285,-2.577319587628868
NBL,8.3,8.3,8.3,8.3,1,2023-01-31,-67.3,34.47142857142857,-89.02116402116403
NBL,8.3,8.3,8.3,8.3,582,2023-01-01,0.0,33.285714285714285,0.0
NCCBANK,13.8,13.8,13.8,13.8,103845,2023-01-31,5.5,32.857142857142854,66.26506024096386
NCCBANK,13.8,13.8,13.8,13.8,838,2023-01-01,0.0,31.628571428571426,0.0
NCCBLMF1,7.2,7.2,7.2,7.2,2004,2023-01-31,-6.6000000000000005,29.228571428571424,-47.82608695652174
NCCBLMF1,7.1,7.1,7.1,7.1,2076,2023-01-01,-0.10000000000000053,19.157142857142855,-1.388888888888895
NEWLINE,45.1,45.1,45.1,45.1,37,2023-01-31,38.0,14.799999999999999,535.2112676056339
NEWLINE,45.1,45.1,45.1,45.1,47,2023-01-01,0.0,20.057142857142857,0.0
NFML,14.4,14.4,14.4,14.4,4301,2023-01-31,-30.700000000000003,20.928571428571427,-68.07095343680709
NFML,16.1,16.1,16.1,16.1,1,2023-01-01,1.700000000000001,21.25714285714286,11.805555555555557
NHFIL,47.4,48.2,47.1,47.3,678665,2023-01-31,31.199999999999996,26.042857142857144,193.78881987577637
NHFIL,42.3,42.3,41.8,41.8,59512,2023-01-01,-5.5,30.985714285714288,-11.627906976744185
NITOLINS,40.0,40.2,40.0,40.0,35844,2023-01-31,-1.7999999999999972,35.68571428571428,-4.306220095693769
NITOLINS,41.3,41.3,41.3,41.3,1,2023-01-01,1.2999999999999972,35.142857142857146,3.2499999999999973
NORTHERN,202.5,202.5,202.5,202.5,202,2023-01-31,161.2,57.628571428571426,390.314769975787
NORTHERN,248.0,249.0,239.5,239.5,7097,2023-01-01,37.0,89.78571428571429,18.2716049382716
NORTHRNINS,41.3,41.3,41.3,41.3,1970,2023-01-31,-198.2,93.38571428571429,-82.75574112734864
NORTHRNINS,39.3,39.3,39.3,39.3,10,2023-01-01,-2.0,92.24285714285715,-4.842615012106533
NPOLYMER,51.0,51.0,51.0,51.0,503,2023-01-31,11.700000000000003,93.55714285714285,29.77099236641223
NPOLYMER,51.0,51.0,51.0,51.0,1169,2023-01-01,0.0,95.12857142857142,0.0
NTC,598.2,604.0,598.2,600.3,2034,2023-01-31,549.3,174.9857142857143,1077.0588235294117
NTC,605.1,611.0,605.1,610.0,5187,2023-01-01,9.700000000000045,233.20000000000002,1.6158587372980149
NTLTUBES,79.5,79.5,79.5,79.5,706,2023-01-31,-530.5,210.34285714285716,-86.9672131147541
NTLTUBES,79.5,79.5,79.5,79.5,11,2023-01-01,0.0,215.79999999999998,0.0
OAL,9.9,9.9,9.9,9.9,172,2023-01-31,-69.6,211.6,-87.54716981132076
OAL,10.4,10.4,10.4,10.4,2421,2023-01-01,0.5,205.8,5.050505050505061
OLYMPIC,136.0,141.0,136.0,138.0,1869031,2023-01-31,127.6,218.22857142857146,1226.923076923077
OLYMPIC,124.7,124.7,121.0,121.2,61320,2023-01-01,-16.799999999999997,149.78571428571428,-12.173913043478258
ONEBANKLTD,11.7,11.7,11.6,11.6,582452,2023-01-31,-109.60000000000001,64.3,-90.42904290429044
ONEBANKLTD,10.2,10.3,10.1,10.2,180276,2023-01-01,-1.4000000000000004,54.4,-12.06896551724138
ORIONINFU,350.0,359.8,336.0,337.9,163684,2023-01-31,327.7,91.31428571428572,3212.7450980392155
ORIONINFU,566.0,566.0,495.0,530.8,338529,2023-01-01,192.89999999999998,165.72857142857143,57.0878958271678
ORIONPHARM,82.2,86.4,82.2,85.1,2226761,2023-01-31,-445.69999999999993,176.4,-83.96759608138659
ORIONPHARM,82.8,83.5,80.6,80.9,1087995,2023-01-01,-4.199999999999989,168.2428571428571,-4.935370152761442
PADMALIFE,48.2,48.8,48.2,48.2,260171,2023-01-31,-32.7,157.8142857142857,-40.4202719406675
PADMALIFE,45.5,45.5,44.8,44.8,111943,2023-01-01,-3.4000000000000057,162.55714285714288,-7.053941908713702
PADMAOIL,209.2,209.2,209.2,209.2,2042,2023-01-31,164.39999999999998,190.98571428571427,366.96428571428567
PADMAOIL,209.2,209.2,209.2,209.2,425,2023-01-01,0.0,172.6,0.0
PAPERPROC,180.9,180.9,180.9,180.9,4364,2023-01-31,-28.299999999999983,122.61428571428573,-13.527724665391961
PAPERPROC,208.0,209.9,205.0,205.0,79758,2023-01-01,24.099999999999994,139.74285714285716,13.322277501381974
PARAMOUNT,43.5,43.5,43.5,43.5,17160,2023-01-31,-161.5,134.4,-78.78048780487805
PARAMOUNT,44.1,44.1,44.1,44.1,1975,2023-01-01,0.6000000000000014,133.81428571428572,1.379310344827589
PDL,9.9,9.9,9.9,9.9,4385,2023-01-31,-34.2,128.82857142857145,-77.55102040816327
PDL,10.9,10.9,10.9,10.9,1712,2023-01-01,1.0,100.50000000000001,10.1010101010101
PENINSULA,27.4,27.4,27.4,27.4,1745,2023-01-31,16.5,74.52857142857145,151.37614678899078
PENINSULA,27.4,27.4,27.4,27.4,1253,2023-01-01,0.0,52.60000000000002,0.0
PEOPLESINS,37.0,37.0,37.0,37.0,7930,2023-01-31,9.600000000000001,28.600000000000016,35.03649635036496
PEOPLESINS,36.1,36.1,36.1,36.1,1970,2023-01-01,-0.8999999999999986,27.542857142857162,-2.43243243243243
PHARMAID,790.7,790.7,790.7,790.7,22,2023-01-31,754.6,134.20000000000002,2090.304709141274
PHARMAID,790.7,790.7,790.7,790.7,76,2023-01-01,0.0,245.7428571428572,0.0
PHENIXINS,37.6,37.6,37.6,37.6,8264,2023-01-31,-753.1,249.55714285714288,-95.24471986847097
PHENIXINS,37.6,37.6,37.6,37.6,2561,2023-01-01,0.0,251.01428571428576,0.0
PHOENIXFIN,16.3,16.3,16.3,16.3,500,2023-01-31,-21.3,249.42857142857147,-56.648936170212764
PHOENIXFIN,16.3,16.3,16.3,16.3,5,2023-01-01,0.0,246.4714285714286,0.0
PHPMF1,5.2,5.2,5.2,5.2,120,2023-01-31,-11.100000000000001,242.0571428571429,-68.09815950920246
PHPMF1,5.2,5.2,5.2,5.2,1551,2023-01-01,0.0,129.84285714285718,0.0
PIONEERINS,78.9,80.9,77.6,78.1,511481,2023-01-31,72.89999999999999,28.042857142857162,1401.923076923077
PIONEERINS,71.5,71.5,71.5,71.5,10,2023-01-01,-6.599999999999994,32.8857142857143,-8.450704225352101
POPULARLIF,79.4,84.5,79.4,81.5,928236,2023-01-31,10.0,39.157142857142865,13.98601398601398
POPULARLIF,65.0,66.3,64.3,64.5,150142,2023-01-01,-17.0,46.04285714285715,-20.858895705521473
POWERGRID,52.4,52.4,52.4,52.4,65,2023-01-31,-12.100000000000001,51.200000000000024,-18.759689922480625
POWERGRID,52.4,52.4,52.4,52.4,351,2023-01-01,0.0,57.94285714285716,0.0
PRAGATIINS,70.4,72.5,70.0,71.9,138459,2023-01-31,19.500000000000007,67.47142857142858,37.21374045801529
PRAGATIINS,58.6,59.6,58.5,58.6,15225,2023-01-01,-13.300000000000004,64.6857142857143,-18.497913769123787
PRAGATILIF,163.3,166.8,161.8,162.4,192035,2023-01-31,103.80000000000001,77.67142857142859,177.13310580204777
PRAGATILIF,118.0,122.5,114.3,121.4,212902,2023-01-01,-41.0,83.3714285714286,-25.246305418719206
PREMIERBAN,13.4,13.4,13.3,13.3,252205,2023-01-31,-108.10000000000001,76.05714285714286,-89.04448105436573
PREMIERBAN,13.3,13.4,13.2,13.3,627211,2023-01-01,0.0,70.47142857142859,0.0
PREMIERCEM,44.5,44.5,44.5,44.5,100,2023-01-31,31.2,69.34285714285717,234.58646616541353
PREMIERCEM,44.5,44.5,44.5,44.5,61,2023-01-01,0.0,65.42857142857144,0.0
PREMIERLEA,7.4,7.4,7.4,7.4,5,2023-01-31,-37.1,58.114285714285735,-83.37078651685394
PREMIERLEA,6.9,6.9,6.9,6.9,244,2023-01-01,-0.5,35.90000000000002,-6.756756756756754
PRIMEBANK,19.5,19.6,19.4,19.6,137394,2023-01-31,12.700000000000001,21.357142857142872,184.05797101449278
PRIMEBANK,19.2,19.4,19.1,19.3,2615,2023-01-01,-0.3000000000000007,22.21428571428573,-1.5306122448979664
PRIMELIFE,60.5,61.5,60.5,60.5,106160,2023-01-31,41.2,28.957142857142877,213.47150259067357
PRIMELIFE,53.0,53.8,52.9,52.9,12515,2023-01-01,-7.600000000000001,30.157142857142876,-12.561983471074377
PRIMETEX,33.3,33.3,33.3,33.3,1,2023-01-31,-19.6,28.557142857142875,-37.051039697542535
PRIMETEX,39.6,39.6,39.6,39.6,11,2023-01-01,6.300000000000004,33.15714285714287,18.918918918918926
PROGRESLIF,85.5,87.4,85.3,85.3,113157,2023-01-31,45.699999999999996,44.357142857142875,115.4040404040404
PROGRESLIF,76.7,76.7,73.3,73.3,28135,2023-01-01,-12.0,52.028571428571446,-14.067995310668236
PROVATIINS,58.9,58.9,58.9,58.9,262,2023-01-31,-14.399999999999999,57.685714285714305,-19.645293315143242
PROVATIINS,58.9,58.9,58.9,58.9,11,2023-01-01,0.0,57.45714285714288,0.0
PTL,77.0,77.0,77.0,77.0,69,2023-01-31,18.1,60.90000000000001,30.73005093378609
PTL,77.0,77.0,77.0,77.0,40,2023-01-01,0.0,67.14285714285715,0.0
PUBALIBANK,26.3,26.4,26.3,26.3,15261,2023-01-31,-50.7,65.24285714285716,-65.84415584415584
PUBALIBANK,26.1,26.5,26.1,26.5,34108,2023-01-01,0.1999999999999993,56.842857142857156,0.7604562737642651
PURABIGEN,28.5,28.5,28.5,28.5,25666,2023-01-31,2.0,50.44285714285716,7.547169811320753
PURABIGEN,28.0,28.2,27.9,27.9,109596,2023-01-01,-0.6000000000000014,46.014285714285734,-2.1052631578947434
QUEENSOUTH,23.3,23.3,23.3,23.3,65,2023-01-31,-4.599999999999998,40.928571428571445,-16.487455197132604
QUEENSOUTH,24.7,24.7,24.7,24.7,1840,2023-01-01,1.3999999999999986,33.45714285714287,6.008583690987113
RAHIMAFOOD,237.7,237.7,237.7,237.7,81,2023-01-31,213.0,56.414285714285725,862.3481781376518
RAHIMAFOOD,237.7,237.7,237.7,237.7,502,2023-01-01,0.0,86.61428571428573,0.0
RAHIMTEXT,166.9,166.9,166.9,166.9,51,2023-01-31,-70.79999999999998,106.67142857142858,-29.785443836769034
RAHIMTEXT,207.0,207.0,207.0,207.0,10,2023-01-01,40.099999999999994,132.17142857142858,24.026363091671655
RAKCERAMIC,42.9,42.9,42.9,42.9,1100,2023-01-31,-164.1,134.31428571428572,-79.27536231884058
RAKCERAMIC,42.9,42.9,42.9,42.9,390,2023-01-01,0.0,137.11428571428573,0.0
RANFOUNDRY,151.0,151.1,151.0,151.0,8514,2023-01-31,108.1,155.15714285714287,251.981351981352
RANFOUNDRY,164.8,166.7,163.0,163.2,9369,2023-01-01,12.199999999999989,144.5142857142857,8.079470198675498
RECKITTBEN,4760.7,4760.7,4760.7,4760.7,67,2023-01-31,4597.5,790.657142857143,2817.095588235294
RECKITTBEN,4760.7,4760.7,4760.7,4760.7,26,2023-01-01,0.0,1446.9142857142856,0.0
RELIANCE1,9.9,9.9,9.9,9.9,1200,2023-01-31,-4750.8,1418.7571428571428,-99.79204738798916
RELIANCE1,10.2,10.2,10.2,10.2,516,2023-01-01,0.29999999999999893,1414.0857142857144,3.0303030303030276
RELIANCINS,63.8,65.2,63.6,64.1,28860,2023-01-31,53.89999999999999,1417.1142857142856,528.4313725490196
RELIANCINS,59.8,59.8,57.5,58.1,13242,2023-01-01,-5.999999999999993,1403.842857142857,-9.36037441497659
RENATA,1217.9,1217.9,1217.9,1217.9,113,2023-01-31,1159.8000000000002,1554.5142857142857,1996.2134251290881
RENATA,1217.9,1217.9,1217.9,1217.9,250,2023-01-01,0.0,1048.4,0.0
RENWICKJA,776.8,776.8,774.2,775.0,138,2023-01-31,-442.9000000000001,479.0142857142858,-36.36587568765909
RENWICKJA,954.7,954.7,945.3,948.0,7,2023-01-01,173.0,613.0285714285714,22.32258064516128
REPUBLIC,35.2,35.3,35.1,35.1,9025,2023-01-31,-912.9,616.5857142857143,-96.29746835443038
REPUBLIC,33.1,33.1,33.1,33.1,530,2023-01-01,-2.0,612.1571428571427,-5.698005698005693
RINGSHINE,9.8,9.8,9.8,9.8,3,2023-01-31,-23.3,605.2571428571429,-70.39274924471299
RINGSHINE,9.8,9.8,9.8,9.8,249310,2023-01-01,0.0,432.6714285714285,0.0
RNSPIN,6.2,6.2,6.2,6.2,160,2023-01-31,-3.6000000000000005,259.57142857142856,-36.73469387755103
RNSPIN,6.2,6.2,6.2,6.2,100,2023-01-01,0.0,149.74285714285716,0.0
ROBI,30.0,30.0,30.0,30.0,581,2023-01-31,23.8,18.599999999999998,383.8709677419355
ROBI,30.0,30.0,30.0,30.0,822,2023-01-01,0.0,17.871428571428574,0.0
RSRMSTEEL,18.1,18.1,18.1,18.1,227,2023-01-31,-11.899999999999999,15.728571428571428,-39.666666666666664
RSRMSTEEL,17.0,17.0,16.5,16.5,41252,2023-01-01,-1.6000000000000014,16.685714285714287,-8.839779005524873
RUNNERAUTO,48.4,48.4,48.4,48.4,27003,2023-01-31,31.9,22.199999999999996,193.33333333333331
RUNNERAUTO,48.4,48.4,48.4,48.4,3,2023-01-01,0.0,28.228571428571428,0.0
RUPALIINS,29.1,29.1,29.1,29.1,26660,2023-01-31,-19.299999999999997,31.5,-39.87603305785123
RUPALIINS,26.3,26.3,26.3,26.3,2991,2023-01-01,-2.8000000000000007,30.971428571428568,-9.621993127147766
RUPALILIFE,93.7,96.5,93.5,94.1,673064,2023-01-31,67.8,40.128571428571426,257.7946768060836
RUPALILIFE,79.5,80.0,78.8,79.0,59335,2023-01-01,-15.099999999999994,48.82857142857142,-16.046758767268855
SAFKOSPINN,22.8,22.8,22.8,22.8,116,2023-01-31,-56.2,49.72857142857142,-71.13924050632912
SAFKOSPINN,27.0,27.0,27.0,27.0,1,2023-01-01,4.199999999999999,46.67142857142857,18.421052631578938
SAIFPOWER,29.7,29.7,29.7,29.7,289,2023-01-31,2.6999999999999993,44.0,9.999999999999986
SAIFPOWER,29.7,29.7,29.7,29.7,2066,2023-01-01,0.0,44.08571428571429,0.0
SAIHAMTEX,19.5,19.5,19.5,19.5,50762,2023-01-31,-10.2,43.114285714285714,-34.34343434343434
SAIHAMTEX,23.4,23.4,23.4,23.4,188,2023-01-01,3.8999999999999986,33.01428571428571,19.999999999999996
SALVOCHEM,61.8,61.8,61.8,61.8,6,2023-01-31,38.4,30.557142857142853,164.1025641025641
SALVOCHEM,61.8,61.8,61.8,61.8,150,2023-01-01,0.0,36.128571428571426,0.0
SAMATALETH,57.5,58.0,57.5,57.5,3675,2023-01-31,-4.299999999999997,40.48571428571428,-6.957928802588997
SAMATALETH,66.8,66.8,66.8,66.8,11,2023-01-01,9.299999999999997,45.785714285714285,16.17391304347826
SAMORITA,68.7,68.7,67.8,67.8,41765,2023-01-31,1.0,51.228571428571435,1.4970059880239583
SAMORITA,69.3,70.7,69.3,69.4,46105,2023-01-01,1.6000000000000085,58.357142857142854,2.359882005899716
SANDHANINS,30.0,30.8,29.7,29.8,775592,2023-01-31,-39.60000000000001,59.271428571428565,-57.06051873198847
SANDHANINS,26.9,26.9,26.9,26.9,26762,2023-01-01,-2.900000000000002,54.285714285714285,-9.731543624161077
SAPORTL,32.9,32.9,31.6,31.8,2166118,2023-01-31,4.900000000000002,50.0,18.215613382899633
SAPORTL,30.2,30.3,29.0,29.1,1165204,2023-01-01,-2.6999999999999993,45.94285714285714,-8.490566037735848
SBACBANK,10.6,10.6,10.6,10.6,3229,2023-01-31,-18.5,37.91428571428571,-63.57388316151202
SBACBANK,10.6,10.6,10.6,10.6,19,2023-01-01,0.0,29.742857142857144,0.0
SEAPEARL,280.1,285.0,257.0,263.5,1276673,2023-01-31,252.9,57.471428571428575,2385.8490566037735
SEAPEARL,191.0,195.0,183.4,184.0,209286,2023-01-01,-79.5,79.5,-30.170777988614805
SEMLFBSLGF,8.4,8.4,8.4,8.4,100,2023-01-31,-175.6,76.85714285714286,-95.43478260869566
SEMLFBSLGF,8.4,8.4,8.4,8.4,1,2023-01-01,0.0,73.51428571428572,0.0
SEMLIBBLSF,8.5,8.5,8.5,8.5,3200,2023-01-31,0.09999999999999964,70.57142857142857,1.1904761904761862
SEMLIBBLSF,8.5,8.5,8.5,8.5,118,2023-01-01,0.0,70.27142857142857,0.0
SHAHJABANK,18.8,19.0,18.8,18.9,32434,2023-01-31,10.399999999999999,71.45714285714286,122.35294117647055
SHAHJABANK,19.1,19.1,18.8,18.8,80393,2023-01-01,-0.09999999999999787,36.5,-0.5291005291005124
SHURWID,15.8,15.8,15.8,15.8,10744,2023-01-31,-3.0,12.471428571428572,-15.957446808510634
SHURWID,18.0,18.0,18.0,18.0,21,2023-01-01,2.1999999999999993,13.842857142857142,13.924050632911378
SHYAMPSUG,75.4,75.4,75.4,75.4,12,2023-01-31,57.400000000000006,23.414285714285715,318.8888888888889
